airtable_record_id,arda_item_eid,matched_via,tool_description,product_id,vendor,airtable_url
recdgHWcOqwlkhwG9,05598d33-4e7f-48aa-bb9f-d25d83f68a1f,description,1606S,DH408047K,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recdgHWcOqwlkhwG9
recdrSHHjICGuofXW,1af340cc-49a7-4c85-a8b8-00b5bcb696c4,numeric-base,1928NS,31440608,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recdrSHHjICGuofXW
rece2OLvS4F05LrPY,61813bfd-8287-4bc4-a911-0f1a667b9dca,description,1642NS,5072881,Walter-Titex,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/rece2OLvS4F05LrPY
rece8DWVtS3cM04TP,0c23332d-6843-49a3-a7cb-3a430b0e7419,description,0285NS,86800315,Accupro,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/rece8DWVtS3cM04TP
receFgysfeHTbszvu,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/receFgysfeHTbszvu
receLw4R5mNq89v5F,516c75c0-dd47-449e-bf8d-81f00073d955,description,0217NS,68-1605,Internal Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/receLw4R5mNq89v5F
receeUUiUtqfyZgz1,99c5c7be-2c16-43f8-b05f-8c61760c1045,description,1624NS,D4107125,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/receeUUiUtqfyZgz1
recefsadvh8u2rbGa,869d1d40-6933-4465-8fe8-e9455a7d2a7b,description,0284NS,H8502180,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recefsadvh8u2rbGa
recemdKX5iilDsFsv,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recemdKX5iilDsFsv
recf720rp15dD1A6A,c1babc79-d530-458a-8f0a-2c4fcaec9787,description,1516NS,DH424050K,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recf720rp15dD1A6A
recf9sLIiAkGdLeFi,038e56bf-7fcd-443d-b519-1ab27ef5dda2,numeric-base,376NS,62780838,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recf9sLIiAkGdLeFi
recfCQib84EPZkSlX,831fb781-067a-44bf-987e-7652e7e750b3,description,1978NS,1735301,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recfCQib84EPZkSlX
recfK3DzOP9SWzZUp,61a2eb56-9f3f-4439-9498-66d6b8b59faf,description,0357NS,57569584,SCT,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recfK3DzOP9SWzZUp
recfM2MfBfW6tM7fY,61550535-2c41-4b10-95e9-b8c70aa07513,description,0209S,120673,GWS,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recfM2MfBfW6tM7fY
recfOsQ0YUef81nOt,fc58da8d-e64e-4926-b35f-c22655836bfc,description,1945NS,2985500,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recfOsQ0YUef81nOt
recfi1J5GoV0cILQX,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recfi1J5GoV0cILQX
recfwZEMASHmEx5Oy,dc69911c-35d3-4804-a9d4-451ad21b49e7,numeric-base,1560NS,MSC# 62991369,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recfwZEMASHmEx5Oy
recfzBtvLsP4eF9Y7,1d4d1fc6-737c-4652-96a4-86d827e356a6,description,1538NS,05493747,Accupro,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recfzBtvLsP4eF9Y7
recfzKyyOUuiYSMGa,03892d37-d10d-4e2d-89d3-08d328c8a053,description,1966NS,64832470,Helicoil,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recfzKyyOUuiYSMGa
recg6sG3ueguSSwCl,ad919b04-5d1f-432e-a749-00388119024f,description,1906NS,1651501508,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recg6sG3ueguSSwCl
recgH8PfmkJQGXhMb,6d13d7b8-9831-4d64-8266-3490c0c17888,description,1572NS,D4148130,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recgH8PfmkJQGXhMb
recgHq7EdpVonqu18,71811498-de12-45ac-bacc-36ee7480fd8f,description,0319NS,SAEJ1926-04RA,Scientific Cutting Tools,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recgHq7EdpVonqu18
recgMh7DuFw63HQZ4,a2313734-f047-4745-89e9-e6e70a5f7503,numeric-base,1987NS,49716855,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recgMh7DuFw63HQZ4
recgNCeBvMCUaZUdY,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recgNCeBvMCUaZUdY
recgTXFqsB3jIAkNh,bcaec306-fc28-47af-8dae-29346e7ccf19,numeric-base,0105C,MP6130,Mitsubishi,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recgTXFqsB3jIAkNh
recga6EW5HNBto8ni,5edfe0f7-d2a4-4b9a-ad4b-45eec9f60323,numeric-base,363NS,98580530,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recga6EW5HNBto8ni
recgsKEBf88NQMij1,9a01bb09-e6a9-4dae-a9bc-4e0977678d39,description,1664NS,05747290,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recgsKEBf88NQMij1
recgxGi92q6fCeM0w,3f316a1f-6486-49ec-b02c-9f529dd45c55,description,0347NS,Custom,Imco,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recgxGi92q6fCeM0w
rech8PFaS761l925K,da6acef1-3f91-4d36-966d-1b978caa6c27,description,0247NS,UGMF74903,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/rech8PFaS761l925K
rechKtY0xl5DJbZRk,33dcd835-d8fd-40ce-a860-128b1f515bf6,numeric-base,1957NS,R011187AS,Value Collection,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/rechKtY0xl5DJbZRk
rechS0AWgqgPFgT6T,1ede8490-5ec6-41be-a217-7675228dc831,description,0237NS,76-1220,Internal Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/rechS0AWgqgPFgT6T
rechnj96zs6QTfqAN,5cfce3a9-9332-4566-aead-6b7bb05da62e,numeric-base,1963NS,1400128305,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/rechnj96zs6QTfqAN
rechqFgjrc7AItDNV,80b0f096-8303-4b39-8454-1e833e92b10f,numeric-base,1958NS,64047541,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/rechqFgjrc7AItDNV
rechskqDWWmxApk35,56855c20-1dce-43fd-87a9-ea71bfa6c9df,description,0270NS,64-1429,Internal Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/rechskqDWWmxApk35
reci6qG8eqKSjvppO,5edfe0f7-d2a4-4b9a-ad4b-45eec9f60323,description,0363NS,98580530,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reci6qG8eqKSjvppO
reci8rWpmor0vZE1L,ea0fe76b-d1af-43b0-bac2-11aa9b7f764e,description,365NS,98578530,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reci8rWpmor0vZE1L
reciFkSBRd1TAJywH,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reciFkSBRd1TAJywH
reciG8Lo5cgV8lFzI,3cf1bd02-61b2-4274-a331-848381110bb2,description,1946NS,9039750100050,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reciG8Lo5cgV8lFzI
reciLuke2QGHeYGed,35c3b7da-e57b-4254-9186-9e34523d5427,description,1565NS,9007320029000,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reciLuke2QGHeYGed
reciTiPZ7rgBAQFxA,b036f6f5-ec54-48d5-8ee0-f9e2f3a722cf,description,0365NS,98578432,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reciTiPZ7rgBAQFxA
reciVr0gkWUNXE8pe,ccde0f5d-54e1-404a-b000-e1cb00373734,description,1904NS,70864475,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reciVr0gkWUNXE8pe
recijDkvyMdwsLkEb,19cbb192-01ac-438b-bf1a-4b81260858a3,description,1941NS,1983800,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recijDkvyMdwsLkEb
reciogA3JE5lB3qMU,f14577ac-2a9e-4fe8-9953-64f38737bbad,description,1997NS,48803076,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reciogA3JE5lB3qMU
recj6lIAlPFfeXkB4,a6237aa4-b636-4e1d-aa5f-6845917c81e6,description,0323NS,SPTM595XL,Rovi,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recj6lIAlPFfeXkB4
recjEgzBRzqC5tnev,7ce34874-b7d1-414b-a725-a8cf27195e1a,description,0293S,UGMF68S939,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recjEgzBRzqC5tnev
recjQEzNHpr6jTqJb,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recjQEzNHpr6jTqJb
recjbNzS30WjyHaqy,658e9173-4d89-4af1-8488-0e5f70102eaf,description,1902NS,1635003055,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recjbNzS30WjyHaqy
recjgSOgKowsMYUE6,b73e951c-6024-42f2-9e3f-f3f5a75f557b,description,1566NS,27212450A,MA Ford,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recjgSOgKowsMYUE6
recjntxIUaydX8jza,bb9273d4-3d81-4a42-b4e4-00e64c2cb225,description,1616NS,49716822,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recjntxIUaydX8jza
recjqt1Ns0UVD3d79,8639dc77-a529-443a-a668-f2b30e691971,numeric-base,0224C,MFPB37501AX,MA FORD,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recjqt1Ns0UVD3d79
recjraBUxublXuYvW,f36b9b5c-338c-4968-b5bd-7020331eee3a,description,0269NS,P98111.530,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recjraBUxublXuYvW
recjx8pChqLY1tUrF,2681cbc2-70a9-4568-961b-180b976cf0f0,description,PG15 X 70mm,,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recjx8pChqLY1tUrF
reck2syG11YlNyFl6,dd46229d-5fe1-459e-88b2-d46fc714589e,numeric-base,0245C,32430-C4,Harvey,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reck2syG11YlNyFl6
reck4IA7GC2ULC9Fg,d26d067a-e0fe-45e6-a26c-001cd7633eb9,description,1640NS,79889838,Hertel,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reck4IA7GC2ULC9Fg
reckAW3ygNK7taASE,41a48f71-a5b1-4986-ad3d-7915afdc041e,description,1916NS,1735401,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reckAW3ygNK7taASE
reckfGHY3GxhvoF6Y,a1a5fdee-140e-4ce7-a615-a3b8556973f6,description,364NS,98578530,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reckfGHY3GxhvoF6Y
reckjI1jiSpP4Y6dG,d618a17c-f456-450d-8b06-73e618c7de4f,description,0200NS,E5975008,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reckjI1jiSpP4Y6dG
reclFvzdSLdyiqoXg,a30f1c56-7cbe-4f3a-8934-156f6e8923d8,description,0314NS,M5714152,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reclFvzdSLdyiqoXg
reclaayRSHblj7NC7,e0dd94d4-8abe-49bc-8728-59fbf345f7e8,description,379NS,69263010,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reclaayRSHblj7NC7
reclblon2TjFbPdO0,06255932-b328-480c-935c-1a90b8e91317,description,1980NS,9039170158750,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reclblon2TjFbPdO0
reclfdg0xGClYZnNv,2dc92bcd-ef7a-411d-88bd-e63fb2cf7509,description,0369NS,95506432,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reclfdg0xGClYZnNv
recloTKxEOmP07PcV,4983acf9-c4d9-4ba6-8535-887a3568a7c5,description,0205NS,E5G95912,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recloTKxEOmP07PcV
recloYiMER29bSxT4,4dde8135-a550-46db-99f3-245d8d5ec5cd,description,0271S,EDP36626,UltraTool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recloYiMER29bSxT4
reclpHLB2DTBj03J5,9c9c1417-a961-4bed-a1f7-6e775367744e,description,1923NS,1832002,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reclpHLB2DTBj03J5
recm32JvlsDrQ03Ch,cd5fce3e-628c-4d62-80ef-9b5834f51bf9,description,0313NS,00353RT,Round Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recm32JvlsDrQ03Ch
recm3kTjyh9GXxU7M,a46555ee-985b-478f-8613-e51e96427ece,description,1517NS,YGD4148112,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recm3kTjyh9GXxU7M
recmO53S2z3w2gasB,515d2a05-5d53-4124-8a6c-5fc664cd9e10,description,1623NS,DH408011F,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recmO53S2z3w2gasB
recmPsouvEhJy2qbN,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recmPsouvEhJy2qbN
recmiwo3YpNJuB9ZD,e02a7f91-32fc-4a85-b5aa-7f30a779df42,description,1598NS,07471675,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recmiwo3YpNJuB9ZD
recmp72ZeZxK702XN,d12db88e-e928-4278-ac33-6b94808f48e1,description,0317NS,71362,Harvey Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recmp72ZeZxK702XN
recmurzhajhLYZ12N,b0d03a67-ab64-40b9-8822-3739a78ccba5,numeric-base,0275S,E5I38928,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recmurzhajhLYZ12N
recmyosi9e9Wgew02,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recmyosi9e9Wgew02
recn18y4GZgBDFZMj,4ddd9a2a-6858-4998-8eb4-c45b81aa1e23,description,0372NS,P15851530,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recn18y4GZgBDFZMj
recn1L5KRsbKXZ0Z9,e22ab0a8-08d1-4487-a244-ded60c3a5093,description,0302NS,60056959,Accupro,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recn1L5KRsbKXZ0Z9
recnGHj9Ur6erXrZZ,0054507d-8dc0-48cf-8c67-91a46cdf0d25,description,0373NS,P15851432,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recnGHj9Ur6erXrZZ
recnJE3Qgswomwfs6,af1f8fa3-0e0a-45e0-abe7-44afa6958dc7,description,3005NS,,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recnJE3Qgswomwfs6
recnKvLjmLDKBE6dz,30604e22-1444-4895-b135-e5a991b60c95,CONFLICT,0362NS,53442703,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recnKvLjmLDKBE6dz
recnQIZbRnFbWWmcz,e46fad64-b6ce-49b0-ac71-245c272a1f05,description,1527NS,13673196,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recnQIZbRnFbWWmcz
recnYEBZL4j2ERcBj,26f909df-73a3-4f79-93fe-d8520a7e1798,description,1582NS,D4107110,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recnYEBZL4j2ERcBj
recniXvvGnCK7sE3r,7c3ebb18-0b01-4dcf-8c05-01f547796289,description,0312NS,1610-0650.195,Kyocera,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recniXvvGnCK7sE3r
recnw9yGN04hAyMji,22b2a48d-d8a9-4418-b506-db6214bdb2ba,description,0295NS,UGMF70906,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recnw9yGN04hAyMji
reco3IGa9Fejyc3sy,5aac9053-8a79-4648-a792-740964dee478,numeric-base,1931S,1400119205,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/reco3IGa9Fejyc3sy
recoFBitbVm7GI7Ww,7eecd804-e9a7-4ea0-a8ab-c5ceaf4d080d,description,1919NS,1410105105,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recoFBitbVm7GI7Ww
recoGBPl73VkvJFZv,35aed9de-357c-4378-b860-29e8364f0f55,description,1621NS,9055200120000,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recoGBPl73VkvJFZv
recoHTq3UdXK3bzfM,0eb4eb66-f8e6-462a-9daf-11e472c89c4b,description,1600S,9007320025300,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recoHTq3UdXK3bzfM
recoHlpFkZnnAoB5v,bd0a0aa9-2dae-4cd0-8216-976d6c53b05d,numeric-base,1921NS,B0306001.0050,Emuge,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recoHlpFkZnnAoB5v
recoI9GSQCNGiVgDZ,f4554eb3-713a-46eb-826d-41e2beff11d1,description,2002NS,75677989,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recoI9GSQCNGiVgDZ
recoK3RgoUnDC3Of3,2507f248-4b21-4bf7-8a76-8953259fab8d,description,1676NS,YG1 DH451108,CTC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recoK3RgoUnDC3Of3
recoZjL8Dbk1OR2jK,c0603272-5995-4f32-8814-4ecd8627244d,description,0265NS,18355-C3,Harvey Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recoZjL8Dbk1OR2jK
recoaAN1VVAWqkwon,8c3a2161-605b-4aff-84da-bf9ffaa73dc6,description,0274NS,E5G97978,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recoaAN1VVAWqkwon
recocSKykBk7wXMo0,28aa3842-5355-4817-a8e7-6ef37143ceff,description,0300NS,YGUGMG53924,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recocSKykBk7wXMo0
recoeQK4YZkt5000u,b3c9160a-de31-433d-9814-86597839c08a,description,1577NS,300-3937,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recoeQK4YZkt5000u
recognJ1EueH9GjCY,d5c2a6af-b06f-4d84-afbc-f23fbe58366b,description,1561NS,YGD4148136,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recognJ1EueH9GjCY
recok1vuKmQLSYr1D,95d383be-7663-4392-af3f-28cae5f5977a,description,1658NS,01057249,MA Ford,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recok1vuKmQLSYr1D
recp2DezYtQK7uVNd,9f99bf29-904e-4e64-beb4-dcd14150705f,description,1982NS,T4725,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recp2DezYtQK7uVNd
recp4nrN1y2KGPzl7,942d0704-d01e-4681-aa13-483920aab591,description,1602S,58579533,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recp4nrN1y2KGPzl7
recp8EVzuIP06HwAP,96435667-a909-4c50-b388-bd00affa6f61,description,1657NS,9007300030500,Guhring,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recp8EVzuIP06HwAP
recpAXjl6FoCYHrlj,b2ea95ef-7cab-4bb6-826f-954c2a376a28,description,1948NS,0604R31S,Regal USA,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recpAXjl6FoCYHrlj
recpPE1pjzuZS3zw3,560f0547-c086-4e73-a4d8-d7d73e42b85a,description,1672NS,00655068,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recpPE1pjzuZS3zw3
recpSmZd3m2aClJjP,d58b8a35-b8f0-4ee1-a2e7-7e1e3814355b,description,0344NS,CF2-6506,Conical,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recpSmZd3m2aClJjP
recpfpuo1YNF1zxEs,fff1be98-b58f-44c8-aac8-959597893df3,description,0359NS,46038477,MSC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recpfpuo1YNF1zxEs
recpjiZHovt5R23xu,691bba6d-d836-4fe7-8663-8c19f0e509bc,description,0102NS,,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recpjiZHovt5R23xu
recq1Ur1OtBeddJvv,45740ce0-7f20-4753-84b6-05a966f62bd6,numeric-base,0354NS,Microcut 59020,CTC,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recq1Ur1OtBeddJvv
recq2exsyt4blsowa,3f0e7b6f-0a6d-4a09-8b34-c5d8849c096e,description,1603NS,DH406063,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recq2exsyt4blsowa
recqCLotD7kSphqrh,326d0d74-1970-477a-bf2c-7e8660de94e0,description,1573NS,07307,SGS/Kyocera,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recqCLotD7kSphqrh
recqVFzolLc5lXcse,88282dd0-f8c7-471f-ac98-bc862efeadea,description,3001NS,DLGP195150K,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recqVFzolLc5lXcse
recqkEb1TVSToIIoT,36fef03c-be80-4928-8836-fe04e8ceb3f0,description,1912NS,1410105405,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recqkEb1TVSToIIoT
recqwCSNWbXVathqB,6d8f6e0f-2634-413f-9fe3-27b9b95fa414,description,0288NS,76-1159-C,Internal Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recqwCSNWbXVathqB
recr6xy34VgtdSncS,73d92e91-357a-4af0-8ad2-ef90a542d932,description,1601NS,D4107170K,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recr6xy34VgtdSncS
recrDP8RcgaCoSIsG,fe24b89b-f45b-4b15-82fc-5b35f7a0532c,description,0263NS,859724,Harvey,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recrDP8RcgaCoSIsG
recrFP3WwBkZ3XKyn,edb4fc9c-75bd-43a2-a9a9-43efb958a69c,description,1542NS,DPP447060,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recrFP3WwBkZ3XKyn
recrRGqz2cwKT121m,d47f9d5b-30dd-438d-ba2b-f755b452059f,description,0368NS,95505530,Fraisa,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recrRGqz2cwKT121m
recrZE2LVyvI0lzuX,a41729bf-b358-46df-8085-45cb1237f574,description,1626NS,D4107140,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recrZE2LVyvI0lzuX
recrwYmHAWx8Hx1x6,f13357b6-31fd-41ea-a867-19d152de6c72,description,0336NS,88-0890,Internal Tool,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recrwYmHAWx8Hx1x6
recs3xXG52bOuj1mO,c01038dc-4922-4c8f-a358-e930bb73f706,description,"11 MRTL Shrink, .375 3"" GAGE",,,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recs3xXG52bOuj1mO
recs7FIwTnEkn6emK,d210a5fd-9900-47b4-8e0d-38e63aa41459,description,1604S,DH424038K,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recs7FIwTnEkn6emK
recsNflSQyTc60cUh,f0567de4-e9b4-4853-bbea-bc458a79ccdc,description,1973NS,1651503308,OSG,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recsNflSQyTc60cUh
recsOjrSMhNYjjsUn,caaf13b5-50f9-4650-aac2-a95a01231d7c,description,1927NS,N8616,YG1,https://airtable.com/app95Qqnn3zB3iHEZ/tblK9Tm6I4hBKfNyS/recsOjrSMhNYjjsUn
